Var,Res,JG1,JG2,JG3,JG4,JG5,JG6,JG7,JG8,JG9,JG10,JG11,JG12,JG13,JG14,JG15,JG16,JG17,JG18,JG19,JG20,JG21,JG22,JG23,JG24,JG25,JG26,JG27,JG28,JG29,JG30,JG31,JG32,JG33,JG34,JG35,JG36,JG37,JG38
8,6,990,1980,1980,9000,9000,10000.1,10000.1,10000.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
